"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Bakersbane Duo","blb","Near Mint","French","","","2024-08-28 18:56:58.900000","163","False","False"
"1","1","Barkform Harvester","blb","Near Mint","French","","","2024-08-28 17:37:50.613000","243","False","False"
"1","1","Bark-Knuckle Boxer","blb","Near Mint","French","","","2024-08-28 18:55:57.943000","164","False","False"
"1","1","Bonebind Orator","blb","Near Mint","French","","","2024-08-28 19:29:23.077000","84","False","False"
"1","1","Bonecache Overseer","blb","Near Mint","French","","","2024-08-28 19:31:22.670000","85","False","False"
"1","1","Bumbleflower's Sharepot","blb","Near Mint","French","","","2024-08-28 17:36:41.007000","244","False","False"
"1","1","Burrowguard Mentor","blb","Near Mint","French","","","2024-08-28 18:34:03.657000","206","False","False"
"1","1","Cindering Cutthroat","blb","Near Mint","French","","","2024-08-28 18:31:16.817000","208","False","False"
"1","1","Clement, the Worrywort","blb","Near Mint","French","foil","","2024-08-28 17:40:50.407000","329","False","False"
"1","1","Clifftop Lookout","blb","Near Mint","French","","","2024-08-28 18:59:16.083000","168","False","False"
"1","1","Daggerfang Duo","blb","Near Mint","French","foil","","2024-08-28 19:26:18.237000","89","False","False"
"1","1","Diresight","blb","Near Mint","French","","","2024-08-28 19:27:02.263000","91","False","False"
"1","1","Druid of the Spade","blb","Near Mint","French","","","2024-08-28 18:54:35.450000","170","False","False"
"1","1","Early Winter","blb","Near Mint","French","","","2024-08-28 19:30:32.300000","93","False","False"
"1","1","Fabled Passage","blb","Near Mint","French","","","2024-08-28 17:36:26.877000","252","False","False"
"1","1","Fecund Greenshell","blb","Near Mint","French","","","2024-08-28 19:16:19.293000","171","False","False"
"1","1","Feed the Cycle","blb","Near Mint","French","","","2024-08-28 19:30:18.817000","94","False","False"
"1","1","Fell","blb","Near Mint","French","","","2024-08-28 19:28:47.140000","95","False","False"
"1","1","Forest","blb","Near Mint","French","","","2024-08-28 19:19:13.077000","377","False","False"
"1","1","Fountainport","blb","Near Mint","French","","","2024-08-28 17:36:13.833000","253","False","False"
"1","1","Fountainport Bell","blb","Near Mint","French","","","2024-08-28 17:39:06.213000","245","False","False"
"1","1","Galewind Moose","blb","Near Mint","French","","","2024-08-28 19:16:32.527000","173","False","False"
"1","1","Glidedive Duo","blb","Near Mint","French","","","2024-08-28 19:29:39.240000","96","False","False"
"1","1","Hazardroot Herbalist","blb","Near Mint","French","","","2024-08-28 19:16:05.153000","174","False","False"
"1","1","Head of the Homestead","blb","Near Mint","French","","","2024-08-28 17:41:20.997000","216","False","False"
"1","1","Heaped Harvest","blb","Near Mint","French","","","2024-08-28 18:59:34.257000","175","False","False"
"1","1","Heirloom Epic","blb","Near Mint","French","","","2024-08-28 17:38:15.500000","246","False","False"
"1","1","Hidden Grotto","blb","Near Mint","French","","","2024-08-28 17:37:14.803000","254","False","False"
"1","1","High Stride","blb","Near Mint","French","","","2024-08-28 18:56:17.913000","176","False","False"
"1","1","Huskburster Swarm","blb","Near Mint","French","","","2024-08-28 19:30:05.673000","98","False","False"
"1","1","Junkblade Bruiser","blb","Near Mint","French","","","2024-08-28 17:43:13.093000","220","False","False"
